sample_id,expected_outcome,predicted_label,coverage_state,risk_chain_status,security_resolution_status,correct
PB-683,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-684,benign_lookalike,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-685,trusted_allowed,malicious,complete,confirmed_violation,resolved_violation,False
PB-686,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-687,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-688,trusted_allowed,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-689,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-690,review_coverage,benign,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,True
PB-691,review_coverage,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-692,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-693,review_coverage,benign,environment_missing,no_sensitive_flow_observed,resolved_no_flow,True
PB-694,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-695,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-696,benign_lookalike,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-697,trusted_allowed,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-698,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-699,review_coverage,benign,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,True
PB-700,trusted_allowed,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-701,benign_lookalike,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-702,trusted_allowed,malicious,complete,confirmed_violation,resolved_violation,False
PB-703,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-704,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-705,trusted_allowed,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-706,benign_lookalike,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-707,trusted_allowed,malicious,complete,confirmed_violation,resolved_violation,False
PB-708,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-709,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-710,trusted_allowed,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-711,benign_lookalike,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-712,review_coverage,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-713,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-714,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-715,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-716,benign_lookalike,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-717,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-718,review_coverage,benign,environment_missing,no_sensitive_flow_observed,resolved_no_flow,True
PB-719,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-720,review_coverage,benign,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,True
PB-721,benign_lookalike,benign,complete,confirmed_allowed,resolved_allowed,True
PB-722,review_coverage,benign,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,True
PB-723,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-724,benign_lookalike,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-725,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-726,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-727,benign_lookalike,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-728,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-729,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-730,benign_lookalike,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-731,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-732,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-733,benign_lookalike,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-734,review_coverage,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-735,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-736,benign_lookalike,benign,environment_missing,confirmed_allowed,unresolved_before_guard,True
PB-737,benign_lookalike,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-738,benign_lookalike,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-739,benign_lookalike,benign,path_incomplete,confirmed_allowed,resolved_allowed,True
PB-740,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-741,trusted_allowed,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-742,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-743,trusted_allowed,malicious,complete,confirmed_violation,resolved_violation,False
PB-744,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-745,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-746,trusted_allowed,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-747,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-748,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-749,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-750,trusted_allowed,malicious,complete,confirmed_violation,resolved_violation,False
PB-751,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-752,trusted_allowed,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-753,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-754,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-755,trusted_allowed,malicious,complete,confirmed_violation,resolved_violation,False
PB-756,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-757,trusted_allowed,malicious,complete,confirmed_violation,resolved_violation,False
PB-758,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-759,trusted_allowed,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-760,trusted_allowed,malicious,complete,confirmed_violation,resolved_violation,False
PB-761,trusted_allowed,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-762,review_coverage,benign,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,True
PB-763,review_coverage,benign,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,True
PB-764,review_coverage,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-765,review_coverage,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-766,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-767,review_coverage,benign,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,True
PB-768,review_coverage,benign,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,True
PB-769,review_coverage,benign,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,True
PB-770,review_coverage,benign,timeout,no_sensitive_flow_observed,resolved_no_flow,True
PB-771,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-772,review_coverage,benign,environment_missing,no_sensitive_flow_observed,resolved_no_flow,True
PB-773,review_coverage,benign,path_not_triggered,no_sensitive_flow_observed,resolved_no_flow,True
PB-774,review_coverage,benign,execution_failed,no_sensitive_flow_observed,resolved_no_flow,True
PB-775,review_coverage,benign,path_incomplete,confirmed_allowed,unresolved_before_guard,True
PB-776,review_coverage,benign,target_reached_no_flow,no_sensitive_flow_observed,resolved_no_flow,True
