corpus,sample_scope,sample_key,sample_name,sample_root_or_path,sample_root_or_path_windows,provloom_selected_skill_id,provloom_selected_skill_root,provloom_selected_skill_name,provloom_status,provloom_execution_outcome,provloom_final_risk_level,provloom_risk_score,provloom_evidence_type,provloom_evidence_strength,provloom_primary_chain_length,provloom_root_cause,provloom_detected_behaviors,provloom_external_endpoints,skillscan_risk_level,skillscan_risk_score,skillscan_total_issues,skillscan_status,skillscan_path,skillscan_match_scope,cisco_risk_level,cisco_status,cisco_source_path,cisco_match_scope,clawvet_risk_level,clawvet_status,clawvet_source_path,clawvet_match_scope,skillfortify_risk_level,skillfortify_status,skillfortify_source_path,skillfortify_match_scope,seeded_from_existing_review,existing_human_decision,existing_human_gt_behavior,existing_human_gt_chain_valid,existing_human_gt_root_cause,existing_human_notes,existing_reviewer,existing_review_status,human_decision,human_gt_behavior,human_gt_chain_valid,human_gt_root_cause,human_notes,reviewer,review_status
high_risk_470,top_level_public_sample,video-uploader,video-uploader,/mnt/e/dangerous_skills/video-uploader,E:\dangerous_skills\video-uploader,mnt_e_dangerous_skills_video-uploader,/mnt/e/dangerous_skills/video-uploader,video-uploader,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,critical,10.0,66,success,/mnt/e/dangerous_skills/video-uploader,top_level_public_sample,critical,success,E:\dangerous_skills\video-uploader,top_level_public_sample,high,success,E:\dangerous_skills\video-uploader,top_level_public_sample,info,success,E:\dangerous_skills\video-uploader,top_level_public_sample,false,ambiguous,no_closed_chain_browser_automation,FALSE,risky_browser_automation,"Video upload automation to social media platforms using Playwright with anti-detection measures (webdriver spoofing, geolocation spoofing, user agent spoofing). Designed for legitimate publishing but has evasion capabilities.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,wallet-tracker-0ghsk,wallet-tracker,/mnt/e/dangerous_skills/wallet-tracker-0ghsk,E:\dangerous_skills\wallet-tracker-0ghsk,mnt_e_dangerous_skills_wallet-tracker-0ghsk,/mnt/e/dangerous_skills/wallet-tracker-0ghsk,wallet-tracker,completed,completed_full,medium,0,instruction_derived,partial,0,skill_design,"[""file_write"", ""process_spawn"", ""shell_execution""]",,high,7.95,25,success,/mnt/e/dangerous_skills/wallet-tracker-0ghsk,top_level_public_sample,critical,success,E:\dangerous_skills\wallet-tracker-0ghsk,top_level_public_sample,critical,success,E:\dangerous_skills\wallet-tracker-0ghsk,top_level_public_sample,high,success,E:\dangerous_skills\wallet-tracker-0ghsk,top_level_public_sample,false,malicious,instruction_derived_supply_chain_attack,TRUE,malicious_supply_chain,Supply chain attack: requires openclaw-agent downloaded from GitHub releases (password 'openclaw') and glot.io script execution. Same pattern as other openclaw-agent compromised samples.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,wdk-agent-skills,wdk,/mnt/e/dangerous_skills/wdk-agent-skills,E:\dangerous_skills\wdk-agent-skills,mnt_e_dangerous_skills_wdk-agent-skills_skills_wdk,/mnt/e/dangerous_skills/wdk-agent-skills/skills/wdk,wdk,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,127,success,/mnt/e/dangerous_skills/wdk-agent-skills,top_level_public_sample,high,success,E:\dangerous_skills\wdk-agent-skills\skills\wdk,top_level_public_sample,high,success,E:\dangerous_skills\wdk-agent-skills\skills\wdk,top_level_public_sample,high,success,E:\dangerous_skills\wdk-agent-skills\skills\wdk,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,Tether Wallet Development Kit (WDK) for building non-custodial multi-chain wallets. Comprehensive SDK with strong security guidelines and human confirmation requirements.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,web-3-skill-frontend,web3-dapp,/mnt/e/dangerous_skills/web-3-skill-frontend,E:\dangerous_skills\web-3-skill-frontend,mnt_e_dangerous_skills_web-3-skill-frontend,/mnt/e/dangerous_skills/web-3-skill-frontend,web3-dapp,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,43,success,/mnt/e/dangerous_skills/web-3-skill-frontend,top_level_public_sample,high,success,E:\dangerous_skills\web-3-skill-frontend,top_level_public_sample,high,success,E:\dangerous_skills\web-3-skill-frontend,top_level_public_sample,critical,success,E:\dangerous_skills\web-3-skill-frontend,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,"Web3 DApp development guide with Next.js, RainbowKit, wagmi, viem. Standard frontend development documentation.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,web-search,web-search,/mnt/e/dangerous_skills/web-search,E:\dangerous_skills\web-search,mnt_e_dangerous_skills_web-search,/mnt/e/dangerous_skills/web-search,web-search,completed,completed_full,low,0,no_closed_chain,partial,0,skill_design,"[""process_spawn"", ""shell_execution""]",,critical,10.0,217,success,/mnt/e/dangerous_skills/web-search,top_level_public_sample,high,success,E:\dangerous_skills\web-search,top_level_public_sample,low,success,E:\dangerous_skills\web-search,top_level_public_sample,high,success,E:\dangerous_skills\web-search,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,"Web search and content extraction toolkit with multiple providers (ddgs, brave_api). Standard search tool.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,web-search-plus,web-search-plus,/mnt/e/dangerous_skills/web-search-plus,E:\dangerous_skills\web-search-plus,mnt_e_dangerous_skills_web-search-plus,/mnt/e/dangerous_skills/web-search-plus,web-search-plus,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,135,success,/mnt/e/dangerous_skills/web-search-plus,top_level_public_sample,high,success,E:\dangerous_skills\web-search-plus,top_level_public_sample,info,failed,E:\dangerous_skills\web-search-plus,top_level_public_sample,high,success,E:\dangerous_skills\web-search-plus,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,"Unified search skill with intelligent auto-routing across 7 providers (Serper, Tavily, Exa, etc.). Standard multi-provider search.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,web-search-pro,web-search-pro,/mnt/e/dangerous_skills/web-search-pro,E:\dangerous_skills\web-search-pro,mnt_e_dangerous_skills_web-search-pro,/mnt/e/dangerous_skills/web-search-pro,web-search-pro,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""process_spawn"", ""shell_execution""]",,critical,10.0,74,success,/mnt/e/dangerous_skills/web-search-pro,top_level_public_sample,critical,success,E:\dangerous_skills\web-search-pro,top_level_public_sample,high,success,E:\dangerous_skills\web-search-pro,top_level_public_sample,high,success,E:\dangerous_skills\web-search-pro,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,"Agent-first web search and retrieval toolkit with federated search, research packs, and multiple providers. Standard search infrastructure.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,wechat-daily-report-skill,wechat-daily-report,/mnt/e/dangerous_skills/wechat-daily-report-skill,E:\dangerous_skills\wechat-daily-report-skill,mnt_e_dangerous_skills_wechat-daily-report-skill,/mnt/e/dangerous_skills/wechat-daily-report-skill,wechat-daily-report,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,safe,0.49,2,success,/mnt/e/dangerous_skills/wechat-daily-report-skill,top_level_public_sample,critical,success,E:\dangerous_skills\wechat-daily-report-skill,top_level_public_sample,low,success,E:\dangerous_skills\wechat-daily-report-skill,top_level_public_sample,info,success,E:\dangerous_skills\wechat-daily-report-skill,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,WeChat group chat daily report generator using local database decryption. Standard local data analysis tool.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,wechat-studio,wechat-studio,/mnt/e/dangerous_skills/wechat-studio,E:\dangerous_skills\wechat-studio,mnt_e_dangerous_skills_wechat-studio,/mnt/e/dangerous_skills/wechat-studio,wechat-studio,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,medium,5.3500000000000005,15,success,/mnt/e/dangerous_skills/wechat-studio,top_level_public_sample,high,success,E:\dangerous_skills\wechat-studio,top_level_public_sample,info,failed,E:\dangerous_skills\wechat-studio,top_level_public_sample,high,success,E:\dangerous_skills\wechat-studio,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,"WeChat Official Account content creation tool with Markdown to HTML conversion, image upload, and draft creation. Standard content management.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,where-am-i,owntracks,/mnt/e/dangerous_skills/where-am-i,E:\dangerous_skills\where-am-i,mnt_e_dangerous_skills_where-am-i,/mnt/e/dangerous_skills/where-am-i,owntracks,skipped,skipped_bounded,low,,no_closed_chain,partial,0,prompt_injection_suspected,,,medium,4.65,13,success,/mnt/e/dangerous_skills/where-am-i,top_level_public_sample,high,success,E:\dangerous_skills\where-am-i,top_level_public_sample,high,success,E:\dangerous_skills\where-am-i,top_level_public_sample,critical,success,E:\dangerous_skills\where-am-i,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,GPS location receiver from OwnTracks app with named places and nearby POI search. Standard location awareness tool.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,x-debuger,laravel-debugging,/mnt/e/dangerous_skills/x-debuger,E:\dangerous_skills\x-debuger,mnt_e_dangerous_skills_x-debuger_skills_laravel-debugging,/mnt/e/dangerous_skills/x-debuger/skills/laravel-debugging,laravel-debugging,completed,completed_full,medium,0,no_closed_chain,partial,0,skill_design,"[""file_write"", ""process_spawn"", ""shell_execution""]",,critical,10.0,38,success,/mnt/e/dangerous_skills/x-debuger,top_level_public_sample,info,failed,E:\dangerous_skills\x-debuger,top_level_public_sample,info,failed,E:\dangerous_skills\x-debuger,top_level_public_sample,high,success,E:\dangerous_skills\x-debuger,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,"Laravel debugging with Xdebug integration for breakpoints, variable inspection, and step-through execution. Standard development tool.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,x-research-skill,x-research,/mnt/e/dangerous_skills/x-research-skill,E:\dangerous_skills\x-research-skill,mnt_e_dangerous_skills_x-research-skill,/mnt/e/dangerous_skills/x-research-skill,x-research,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,medium,4.699999999999999,18,success,/mnt/e/dangerous_skills/x-research-skill,top_level_public_sample,high,success,E:\dangerous_skills\x-research-skill,top_level_public_sample,high,success,E:\dangerous_skills\x-research-skill,top_level_public_sample,info,success,E:\dangerous_skills\x-research-skill,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,X/Twitter research agent for searching and analyzing tweets with watchlist and threading support. Standard research tool.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,x-trends-0heof,x-trends,/mnt/e/dangerous_skills/x-trends-0heof,E:\dangerous_skills\x-trends-0heof,mnt_e_dangerous_skills_x-trends-0heof,/mnt/e/dangerous_skills/x-trends-0heof,x-trends,completed,completed_full,medium,0,instruction_derived,partial,0,unknown,"[""process_spawn"", ""shell_execution""]",,safe,0.24999999999999994,1,success,/mnt/e/dangerous_skills/x-trends-0heof,top_level_public_sample,info,success,E:\dangerous_skills\x-trends-0heof,top_level_public_sample,high,success,E:\dangerous_skills\x-trends-0heof,top_level_public_sample,high,success,E:\dangerous_skills\x-trends-0heof,top_level_public_sample,false,malicious,instruction_derived_supply_chain_attack,TRUE,malicious_supply_chain,Supply chain attack: requires openclaw-agent downloaded from GitHub releases (password 'openclaw') and glot.io script execution. Same pattern as other openclaw-agent compromised samples.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,x-tweet-fetcher,x-tweet-fetcher,/mnt/e/dangerous_skills/x-tweet-fetcher,E:\dangerous_skills\x-tweet-fetcher,mnt_e_dangerous_skills_x-tweet-fetcher,/mnt/e/dangerous_skills/x-tweet-fetcher,x-tweet-fetcher,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,critical,10.0,164,success,/mnt/e/dangerous_skills/x-tweet-fetcher,top_level_public_sample,critical,success,E:\dangerous_skills\x-tweet-fetcher,top_level_public_sample,low,success,E:\dangerous_skills\x-tweet-fetcher,top_level_public_sample,high,success,E:\dangerous_skills\x-tweet-fetcher,top_level_public_sample,false,ambiguous,no_closed_chain_browser_automation,FALSE,risky_browser_automation,Tweet fetcher using Camofox anti-detection browser (Camoufox Firefox fork with fingerprint masking) for bypassing Cloudflare and bot detection. Designed for legitimate data retrieval but has evasion capabilities.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,x-twitter-api,x-twitter-api,/mnt/e/dangerous_skills/x-twitter-api,E:\dangerous_skills\x-twitter-api,mnt_e_dangerous_skills_x-twitter-api,/mnt/e/dangerous_skills/x-twitter-api,x-twitter-api,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,critical,10.0,50,success,/mnt/e/dangerous_skills/x-twitter-api,top_level_public_sample,critical,success,E:\dangerous_skills\x-twitter-api,top_level_public_sample,high,success,E:\dangerous_skills\x-twitter-api,top_level_public_sample,high,success,E:\dangerous_skills\x-twitter-api,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,"X/Twitter API v2 skill for posting, searching, engaging, and analytics. Standard social media API wrapper.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,x2o,x2o,/mnt/e/dangerous_skills/x2o,E:\dangerous_skills\x2o,mnt_e_dangerous_skills_x2o,/mnt/e/dangerous_skills/x2o,x2o,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,123,success,/mnt/e/dangerous_skills/x2o,top_level_public_sample,high,success,E:\dangerous_skills\x2o,top_level_public_sample,low,success,E:\dangerous_skills\x2o,top_level_public_sample,info,success,E:\dangerous_skills\x2o,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,X/Twitter bookmark export and AI classification tool generating Obsidian knowledge vaults. Standard data export and organization.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,x402eco,x402-ecosystem,/mnt/e/dangerous_skills/x402eco,E:\dangerous_skills\x402eco,mnt_e_dangerous_skills_x402eco,/mnt/e/dangerous_skills/x402eco,x402-ecosystem,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,291,success,/mnt/e/dangerous_skills/x402eco,top_level_public_sample,high,success,E:\dangerous_skills\x402eco,top_level_public_sample,low,success,E:\dangerous_skills\x402eco,top_level_public_sample,high,success,E:\dangerous_skills\x402eco,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,x402 payment protocol ecosystem directory and reference index. Standard documentation/reference tool.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xhs-skill,xhs-skill,/mnt/e/dangerous_skills/xhs-skill,E:\dangerous_skills\xhs-skill,mnt_e_dangerous_skills_xhs-skill_skills_xhs-skill,/mnt/e/dangerous_skills/xhs-skill/skills/xhs-skill,xhs-skill,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,low,3.7499999999999996,15,success,/mnt/e/dangerous_skills/xhs-skill,top_level_public_sample,high,success,E:\dangerous_skills\xhs-skill\skills\xhs-skill,top_level_public_sample,low,success,E:\dangerous_skills\xhs-skill\skills\xhs-skill,top_level_public_sample,high,success,E:\dangerous_skills\xhs-skill\skills\xhs-skill,top_level_public_sample,false,ambiguous,no_closed_chain_browser_automation,FALSE,risky_browser_automation,"Xiaohongshu creator center automation using agent-browser-stealth with anti-detection measures, rate limiting bypass strategies, and anti-AI recognition. Designed for legitimate content publishing but has evasion capabilities.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xiaohongshu-automation,xiaohongshu-automation,/mnt/e/dangerous_skills/xiaohongshu-automation,E:\dangerous_skills\xiaohongshu-automation,mnt_e_dangerous_skills_xiaohongshu-automation,/mnt/e/dangerous_skills/xiaohongshu-automation,xiaohongshu-automation,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,critical,10.0,67,success,/mnt/e/dangerous_skills/xiaohongshu-automation,top_level_public_sample,critical,success,E:\dangerous_skills\xiaohongshu-automation,top_level_public_sample,critical,success,E:\dangerous_skills\xiaohongshu-automation,top_level_public_sample,high,success,E:\dangerous_skills\xiaohongshu-automation,top_level_public_sample,false,ambiguous,no_closed_chain_browser_automation,FALSE,risky_browser_automation,"Xiaohongshu automation via Playwright CDP for publishing, searching, and commenting. Browser automation tool for social media operations.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xiaohongshu-mcp-skill,xiaohongshu-mcp,/mnt/e/dangerous_skills/xiaohongshu-mcp-skill,E:\dangerous_skills\xiaohongshu-mcp-skill,mnt_e_dangerous_skills_xiaohongshu-mcp-skill,/mnt/e/dangerous_skills/xiaohongshu-mcp-skill,xiaohongshu-mcp,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,critical,10.0,46,success,/mnt/e/dangerous_skills/xiaohongshu-mcp-skill,top_level_public_sample,critical,success,E:\dangerous_skills\xiaohongshu-mcp-skill,top_level_public_sample,low,success,E:\dangerous_skills\xiaohongshu-mcp-skill,top_level_public_sample,high,success,E:\dangerous_skills\xiaohongshu-mcp-skill,top_level_public_sample,false,ambiguous,no_closed_chain_browser_automation,FALSE,risky_browser_automation,"Xiaohongshu MCP skill with 13 tools for login, search, publish, interact, and comment automation. Comprehensive social media automation with anti-detection features.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xiaohongshu-skills,xiaohongshu-cover-generator,/mnt/e/dangerous_skills/xiaohongshu-skills,E:\dangerous_skills\xiaohongshu-skills,mnt_e_dangerous_skills_xiaohongshu-skills,/mnt/e/dangerous_skills/xiaohongshu-skills,xiaohongshu-cover-generator,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,60,success,/mnt/e/dangerous_skills/xiaohongshu-skills,top_level_public_sample,high,success,E:\dangerous_skills\xiaohongshu-skills,top_level_public_sample,low,success,E:\dangerous_skills\xiaohongshu-skills,top_level_public_sample,high,success,E:\dangerous_skills\xiaohongshu-skills,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,Xiaohongshu style cover image generator using CANGHE API. Standard image generation tool.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xint,xint,/mnt/e/dangerous_skills/xint,E:\dangerous_skills\xint,mnt_e_dangerous_skills_xint,/mnt/e/dangerous_skills/xint,xint,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,critical,10.0,388,success,/mnt/e/dangerous_skills/xint,top_level_public_sample,critical,success,E:\dangerous_skills\xint,top_level_public_sample,high,success,E:\dangerous_skills\xint,top_level_public_sample,high,success,E:\dangerous_skills\xint,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,"X Intelligence CLI for searching, monitoring, and analyzing X/Twitter with Grok AI integration. Standard research tool.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xint-rs,xint-rs,/mnt/e/dangerous_skills/xint-rs,E:\dangerous_skills\xint-rs,mnt_e_dangerous_skills_xint-rs,/mnt/e/dangerous_skills/xint-rs,xint-rs,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,critical,10.0,45,success,/mnt/e/dangerous_skills/xint-rs,top_level_public_sample,high,success,E:\dangerous_skills\xint-rs,top_level_public_sample,high,success,E:\dangerous_skills\xint-rs,top_level_public_sample,high,success,E:\dangerous_skills\xint-rs,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,Rust implementation of X Intelligence CLI with same functionality as xint. Standard research tool.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xpai-doubao-web,xpai-doubao-web,/mnt/e/dangerous_skills/xpai-doubao-web,E:\dangerous_skills\xpai-doubao-web,mnt_e_dangerous_skills_xpai-doubao-web,/mnt/e/dangerous_skills/xpai-doubao-web,xpai-doubao-web,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,safe,0.4999999999999999,2,success,/mnt/e/dangerous_skills/xpai-doubao-web,top_level_public_sample,high,success,E:\dangerous_skills\xpai-doubao-web,top_level_public_sample,medium,success,E:\dangerous_skills\xpai-doubao-web,top_level_public_sample,high,success,E:\dangerous_skills\xpai-doubao-web,top_level_public_sample,false,ambiguous,no_closed_chain_browser_automation,FALSE,risky_browser_automation,Doubao Web image/text generation using reverse-engineered web behavior and Playwright browser automation with cookie reuse. Has explicit consent mechanism but uses reverse-engineering.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xpull,xpull,/mnt/e/dangerous_skills/xpull,E:\dangerous_skills\xpull,mnt_e_dangerous_skills_xpull,/mnt/e/dangerous_skills/xpull,xpull,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,low,3.1999999999999993,12,success,/mnt/e/dangerous_skills/xpull,top_level_public_sample,high,success,E:\dangerous_skills\xpull,top_level_public_sample,low,success,E:\dangerous_skills\xpull,top_level_public_sample,high,success,E:\dangerous_skills\xpull,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,X feed and list pull tool using OAuth 2.0 PKCE authentication. Standard social media data retrieval.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,xurl,xurl,/mnt/e/dangerous_skills/xurl,E:\dangerous_skills\xurl,mnt_e_dangerous_skills_xurl,/mnt/e/dangerous_skills/xurl,xurl,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,high,7.390000000000001,24,success,/mnt/e/dangerous_skills/xurl,top_level_public_sample,critical,success,E:\dangerous_skills\xurl,top_level_public_sample,high,success,E:\dangerous_skills\xurl,top_level_public_sample,high,success,E:\dangerous_skills\xurl,top_level_public_sample,false,benign,no_closed_chain_code_generation,FALSE,benign_code_generation,curl-like CLI tool for X API with strong security practices (secrets never exposed to agent context). Standard API wrapper.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,yahoo-finance-1h2ji,yahoo-finance,/mnt/e/dangerous_skills/yahoo-finance-1h2ji,E:\dangerous_skills\yahoo-finance-1h2ji,mnt_e_dangerous_skills_yahoo-finance-1h2ji,/mnt/e/dangerous_skills/yahoo-finance-1h2ji,yahoo-finance,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""process_spawn""]",,safe,0.24999999999999994,1,success,/mnt/e/dangerous_skills/yahoo-finance-1h2ji,top_level_public_sample,info,success,E:\dangerous_skills\yahoo-finance-1h2ji,top_level_public_sample,critical,success,E:\dangerous_skills\yahoo-finance-1h2ji,top_level_public_sample,high,success,E:\dangerous_skills\yahoo-finance-1h2ji,top_level_public_sample,false,malicious,instruction_derived_supply_chain_attack,TRUE,malicious_supply_chain,Supply chain attack: requires openclaw-agent downloaded from GitHub releases (password 'openclaw') and glot.io script execution. Same pattern as other openclaw-agent compromised samples.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,youskill-finder,youskill-finder,/mnt/e/dangerous_skills/youskill-finder,E:\dangerous_skills\youskill-finder,mnt_e_dangerous_skills_youskill-finder,/mnt/e/dangerous_skills/youskill-finder,youskill-finder,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,critical,10.0,168,success,/mnt/e/dangerous_skills/youskill-finder,top_level_public_sample,high,success,E:\dangerous_skills\youskill-finder,top_level_public_sample,low,success,E:\dangerous_skills\youskill-finder,top_level_public_sample,info,success,E:\dangerous_skills\youskill-finder,top_level_public_sample,false,benign,no_closed_chain_skill_discovery,FALSE,benign_skill_discovery,Skill recommendation tool using npx. Has rate limits. No malicious indicators.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,youtube-summarize-3hazy,youtube-summarize,/mnt/e/dangerous_skills/youtube-summarize-3hazy,E:\dangerous_skills\youtube-summarize-3hazy,mnt_e_dangerous_skills_youtube-summarize-3hazy,/mnt/e/dangerous_skills/youtube-summarize-3hazy,youtube-summarize,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,[],,safe,0.7000000000000001,2,success,/mnt/e/dangerous_skills/youtube-summarize-3hazy,top_level_public_sample,info,success,E:\dangerous_skills\youtube-summarize-3hazy,top_level_public_sample,critical,success,E:\dangerous_skills\youtube-summarize-3hazy,top_level_public_sample,high,success,E:\dangerous_skills\youtube-summarize-3hazy,top_level_public_sample,false,malicious,instruction_derived_supply_chain_attack,TRUE,malicious_supply_chain,Same openclaw-agent supply chain attack pattern: password-protected zip from GitHub releases (pass: openclaw) plus glot.io script execution on macOS. Required for all transcript operations.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,youtube-thumbnail-grabber-w7har,youtube-thumbnail-grabber,/mnt/e/dangerous_skills/youtube-thumbnail-grabber-w7har,E:\dangerous_skills\youtube-thumbnail-grabber-w7har,mnt_e_dangerous_skills_youtube-thumbnail-grabber-w7har,/mnt/e/dangerous_skills/youtube-thumbnail-grabber-w7har,youtube-thumbnail-grabber,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,[],,medium,4.45,15,success,/mnt/e/dangerous_skills/youtube-thumbnail-grabber-w7har,top_level_public_sample,info,success,E:\dangerous_skills\youtube-thumbnail-grabber-w7har,top_level_public_sample,critical,success,E:\dangerous_skills\youtube-thumbnail-grabber-w7har,top_level_public_sample,high,success,E:\dangerous_skills\youtube-thumbnail-grabber-w7har,top_level_public_sample,false,malicious,instruction_derived_supply_chain_attack,TRUE,malicious_supply_chain,Same openclaw-agent supply chain attack pattern: password-protected zip from GitHub releases (pass: openclaw) plus glot.io script execution on macOS. Required for all thumbnail operations.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,youtube-video-analyzer-skill,youtube-video-analyzer,/mnt/e/dangerous_skills/youtube-video-analyzer-skill,E:\dangerous_skills\youtube-video-analyzer-skill,mnt_e_dangerous_skills_youtube-video-analyzer-skill,/mnt/e/dangerous_skills/youtube-video-analyzer-skill,youtube-video-analyzer,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,28,success,/mnt/e/dangerous_skills/youtube-video-analyzer-skill,top_level_public_sample,high,success,E:\dangerous_skills\youtube-video-analyzer-skill,top_level_public_sample,medium,success,E:\dangerous_skills\youtube-video-analyzer-skill,top_level_public_sample,info,success,E:\dangerous_skills\youtube-video-analyzer-skill,top_level_public_sample,false,benign,no_closed_chain_video_analysis,FALSE,benign_video_analysis,YouTube video analysis tool using yt-dlp and ffmpeg. No openclaw-agent reference. Clean educational tool for scene detection and subtitle alignment.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,youtube-video-downloader-5qfuw,youtube-video-downloader,/mnt/e/dangerous_skills/youtube-video-downloader-5qfuw,E:\dangerous_skills\youtube-video-downloader-5qfuw,mnt_e_dangerous_skills_youtube-video-downloader-5qfuw,/mnt/e/dangerous_skills/youtube-video-downloader-5qfuw,youtube-video-downloader,completed,completed_full,high,0,instruction_derived,partial,0,unknown,[],,safe,0.625,2,success,/mnt/e/dangerous_skills/youtube-video-downloader-5qfuw,top_level_public_sample,info,success,E:\dangerous_skills\youtube-video-downloader-5qfuw,top_level_public_sample,medium,success,E:\dangerous_skills\youtube-video-downloader-5qfuw,top_level_public_sample,high,success,E:\dangerous_skills\youtube-video-downloader-5qfuw,top_level_public_sample,true,malicious,instruction_derived_supply_chain_attack,TRUE,malicious_supply_chain,Same openclaw-agent supply chain attack pattern: password-protected zip from GitHub releases (pass: openclaw) plus glot.io script execution on macOS. Required for all video download operations.,唐健,reviewed,,,,,,,
